AC   MIPF0000001
ID   mir-1
MI   MI0005085  osa-MIR395n
MI   MI0005086  osa-MIR395o
MI   MI0005087  osa-MIR395p
MI   MI0005088  osa-MIR395q
MI   MI0005092  osa-MIR395r
MI   MI0001153  osa-MIR395s
MI   MI0001038  osa-MIR395t
MI   MI0001044  osa-MIR395u
MI   MI0005090  osa-MIR395v
MI   MI0005091  osa-MIR395w
MI   MI0013350  osa-MIR395x
MI   MI0013351  osa-MIR395y
MI   MI0001046  osa-MIR396a
MI   MI0001047  osa-MIR396b
MI   MI0001048  osa-MIR396c
MI   MIMAT0001600  osa-MIR396d
MI   MIMAT0001601  osa-MIR396e
MI   MI0010563  osa-MIR396f
MI   MI0013047  osa-MIR396g
MI   MI0013048  osa-MIR396h
MI   MI0001049  osa-MIR397a
MI   MI0001050  osa-MIR397b
MI   MI0017256  osa-MIR3981
MI   MI0017258  osa-MIR3982
MI   MI0001051  osa-MIR398a
MI   MI0001052  osa-MIR398b
MI   MI0001053  osa-MIR399a
MI   MI0001054  osa-MIR399b
MI   MI0001055  osa-MIR399c
MI   MI0001056  osa-MIR399d
MI   MI0001057  osa-MIR399e
MI   MI0001058  osa-MIR399f
MI   MI0001059  osa-MIR399g
MI   MI0001060  osa-MIR399h
MI   MI0001061  osa-MIR399i
MI   MI0001062  osa-MIR399j
MI   MI0001063  osa-MIR399k
MI   MI0001149  osa-MIR408
MI   MI0001434  osa-MIR414
MI   MI0001437  osa-MIR417
MI   MI0001442  osa-MIR426
MI   MIMAT0001586  osa-MIR437
MI   MIMAT0001587  osa-MIR438
MI   MIMAT0001606  osa-MIR443
MI   MI0001719  osa-MIR444a
MI   MI0006974  osa-MIR444b
MI   MI0006975  osa-MIR444c
MI   MI0006976  osa-MIR444d
MI   MI0006977  osa-MIR444e
MI   MI0006978  osa-MIR444f
MI   MI0017950  osa-MIR5074
MI   MI0017952  osa-MIR5075
MI   MI0017966  osa-MIR5078
MI   MI0017969  osa-MIR5079a
MI   MI0026007  osa-MIR5079b
MI   MI0017972  osa-MIR5081
MI   MI0017973  osa-MIR5082
MI   MI0018055  osa-MIR5143a
MI   MI0019834  osa-MIR5143b
MI   MI0018056  osa-MIR5144
MI   MI0018064  osa-MIR5149
MI   MI0018067  osa-MIR5152
MI   MI0018068  osa-MIR5153
MI   MI0018070  osa-MIR5155
MI   MI0018071  osa-MIR5156
MI   MI0018076  osa-MIR5160
MI   MI0018077  osa-MIR5161
MI   MI0018078  osa-MIR5162
MI   MI0003202  osa-MIR529a
MI   MI0005804  osa-MIR529b
MI   MI0003203  osa-MIR530
MI   MI0018519  osa-MIR5337a
MI   MI0021597  osa-MIR5337b
MI   MI0003505  osa-MIR535
MI   MI0019003  osa-MIR5485
MI   MI0019005  osa-MIR5487
MI   MI0019008  osa-MIR5490
MI   MI0019021  osa-MIR5503
MI   MI0019022  osa-MIR5504
MI   MI0019027  osa-MIR5509
MI   MI0019030  osa-MIR5512a
MI   MI0021599  osa-MIR5512b
MI   MI0019035  osa-MIR5516a
MI   MI0019859  osa-MIR5516b
MI   MI0019041  osa-MIR5522
MI   MI0019061  osa-MIR5540
MI   MI0019063  osa-MIR5542
MI   MI0019064  osa-MIR5543
MI   MI0019798  osa-MIR5788
MI   MI0019813  osa-MIR5799
MI   MI0019814  osa-MIR5800
MI   MI0019842  osa-MIR5824
MI   MI0019844  osa-MIR5825
MI   MI0019845  osa-MIR5826
MI   MI0019849  osa-MIR5830
MI   MI0019850  osa-MIR5831
MI   MI0021596  osa-MIR6248
MI   MI0021598  osa-MIR6249a
MI   MI0026009  osa-MIR6249b
MI   MI0021602  osa-MIR6252
MI   MI0025199  osa-MIR7692
MI   MI0025201  osa-MIR7694
MI   MI0025202  osa-MIR7695
MI   MI0005233  osa-MIR812a
MI   MI0005234  osa-MIR812b
MI   MI0005235  osa-MIR812c
MI   MI0005236  osa-MIR812d
MI   MI0005237  osa-MIR812e
MI   MI0008271  osa-MIR812f
MI   MI0008296  osa-MIR812g
MI   MI0008297  osa-MIR812h
MI   MI0008298  osa-MIR812i
MI   MI0008299  osa-MIR812j
MI   MI0017245  osa-MIR812k
MI   MI0017246  osa-MIR812l
MI   MI0017247  osa-MIR812m
MI   MI0017254  osa-MIR812n
MI   MI0017255  osa-MIR812o
MI   MI0019799  osa-MIR812p
MI   MI0019800  osa-MIR812q
MI   MI0019807  osa-MIR812r
MI   MI0019812  osa-MIR812s
MI   MI0019817  osa-MIR812t
MI   MI0019818  osa-MIR812u
MI   MI0019823  osa-MIR812v
MI   MI0005239  osa-MIR814a
MI   MI0005240  osa-MIR814b
MI   MI0005241  osa-MIR814c
MI   MI0005245  osa-MIR816
MI   MI0005247  osa-MIR818a
MI   MI0005248  osa-MIR818b
MI   MI0005249  osa-MIR818c
MI   MI0005250  osa-MIR818d
MI   MI0005251  osa-MIR818e
MI   MI0023432  osa-MIR818f
MI   MI0005266  osa-MIR821a
MI   MI0005267  osa-MIR821b
MI   MI0005268  osa-MIR821c
MI   MI0010490  osa-MIR827
MI   MI0016132  pab-MIR1311
MI   MI0016116  pab-MIR160a
MI   MI0016117  pab-MIR160b
MI   MI0016118  pab-MIR166a
MI   MI0016119  pab-MIR166b
MI   MI0016133  pab-MIR1863
MI   MI0016095  pab-MIR3693
MI   MI0016100  pab-MIR3698
MI   MI0016101  pab-MIR3699
MI   MI0016103  pab-MIR3701
MI   MI0016105  pab-MIR3703
MI   MI0016106  pab-MIR3704
MI   MI0016108  pab-MIR3706
MI   MI0016121  pab-MIR395
MI   MI0016122  pab-MIR396a
MI   MI0016123  pab-MIR396b
MI   MI0016124  pab-MIR396c
MI   MI0016125  pab-MIR397
MI   MI0016126  pab-MIR482a
MI   MI0016127  pab-MIR482b
MI   MI0016128  pab-MIR482c
MI   MI0016120  pab-MIR482d
MI   MI0016129  pab-MIR535
MI   MI0016094  pab-MIR950
MI   MI0006637  pbi-mir-506
MI   MI0006638  pbi-mir-507
MI   MI0006639  pbi-mir-508
MI   MI0006640  pbi-mir-509
MI   MI0006641  pbi-mir-510
MI   MI0006642  pbi-mir-513a-1
MI   MI0006645  pbi-mir-513a-2
MI   MI0006643  pbi-mir-513b
MI   MI0006644  pbi-mir-513c-1
MI   MI0006646  pbi-mir-513c-2
MI   MI0006647  pbi-mir-514
MI   MI0022112  pde-MIR1311
MI   MI0022089  pde-MIR159
MI   MI0022090  pde-MIR162
MI   MI0022091  pde-MIR166a
MI   MI0022092  pde-MIR166b
MI   MI0022093  pde-MIR169
MI   MI0022094  pde-MIR171
MI   MI0022116  pde-MIR3701
MI   MI0022117  pde-MIR3704a
MI   MI0022118  pde-MIR3704b
MI   MI0022095  pde-MIR390
MI   MI0022096  pde-MIR396
MI   MI0022097  pde-MIR482a
MI   MI0022098  pde-MIR482b
MI   MI0022099  pde-MIR482c
MI   MI0022100  pde-MIR482d
MI   MI0022106  pde-MIR950
MI   MI0022108  pde-MIR952a
MI   MI0022109  pde-MIR952b
MI   MI0022110  pde-MIR952c
MI   MI0021292  pgi-MIR2118
MI   MI0021303  pgi-MIR4376
MI   MI0021290  pgi-MIR482a
MI   MI0021291  pgi-MIR482b
MI   MI0021293  pgi-MIR6135a
MI   MI0021294  pgi-MIR6135b
MI   MI0021295  pgi-MIR6135c
MI   MI0021296  pgi-MIR6135d
MI   MI0021297  pgi-MIR6135e
MI   MI0021298  pgi-MIR6135f
MI   MI0021299  pgi-MIR6135g
MI   MI0021300  pgi-MIR6135h
MI   MI0021301  pgi-MIR6135i
MI   MI0021302  pgi-MIR6135j
MI   MI0021306  pgi-MIR6135k
MI   MI0021309  pgi-MIR6138
MI   MI0021310  pgi-MIR6139
MI   MI0021311  pgi-MIR6140a
MI   MI0021312  pgi-MIR6140b
MI   MI0021313  pgi-MIR6140c
MI   MI0021314  pgi-MIR6140d
MI   MI0021317  pgi-MIR6143a
MI   MI0021318  pgi-MIR6143b
MI   MI0017144  pma-let-7a-1
MI   MI0017145  pma-let-7a-2
MI   MI0017146  pma-let-7a-3
MI   MI0017147  pma-let-7a-4
MI   MIMAT0019565  pma-let-7b
MI   MIMAT0019567  pma-let-7c
MI   MIMAT0019568  pma-let-7d
MI   MI0017052  pma-mir-100a
MI   MI0017053  pma-mir-100b
MI   MI0017054  pma-mir-100c
MI   MI0017055  pma-mir-103a
MI   MI0017056  pma-mir-103b
MI   MI0017010  pma-mir-10a
MI   MI0017009  pma-mir-10b
MI   MI0017057  pma-mir-124
MI   MI0017058  pma-mir-125
MI   MI0017065  pma-mir-130a
MI   MI0017066  pma-mir-130b
MI   MI0017067  pma-mir-130c
MI   MI0017063  pma-mir-130d
MI   MI0017064  pma-mir-130e
MI   MI0017069  pma-mir-133a
MI   MI0017070  pma-mir-133b
MI   MI0017071  pma-mir-135a
MI   MI0017072  pma-mir-135b
MI   MI0017073  pma-mir-137-1
MI   MI0017074  pma-mir-137-2
MI   MI0017079  pma-mir-144
MI   MI0017081  pma-mir-146
MI   MI0017083  pma-mir-152a
MI   MI0017084  pma-mir-152b
MI   MI0017085  pma-mir-153-1
MI   MI0017086  pma-mir-153-2
MI   MI0017087  pma-mir-153-3
MI   MI0017011  pma-mir-15a
MI   MI0017012  pma-mir-15b
MI   MI0017013  pma-mir-16
MI   MI0017142  pma-mir-1788a
MI   MI0017143  pma-mir-1788b
MI   MI0017014  pma-mir-17a
MI   MI0017089  pma-mir-181a
MI   MI0017090  pma-mir-181b-1
MI   MI0017092  pma-mir-183
MI   MI0017093  pma-mir-184
MI   MI0017017  pma-mir-18a
MI   MI0017018  pma-mir-18b
MI   MI0017094  pma-mir-190a
MI   MI0017095  pma-mir-190b
MI   MI0017096  pma-mir-192
MI   MI0017098  pma-mir-194
MI   MI0017101  pma-mir-199a
MI   MI0017102  pma-mir-199b
MI   MI0017019  pma-mir-19a
MI   MI0017020  pma-mir-19b
MI   MI0017021  pma-mir-19c
MI   MI0016999  pma-mir-1a
MI   MI0017000  pma-mir-1b
MI   MI0017001  pma-mir-1c
MI   MI0017002  pma-mir-1d
MI   MI0017103  pma-mir-200b
MI   MI0017104  pma-mir-203a
MI   MI0017105  pma-mir-203b
MI   MI0017106  pma-mir-204
MI   MI0017022  pma-mir-20a
MI   MI0017023  pma-mir-20b
MI   MI0017110  pma-mir-210
MI   MI0017112  pma-mir-216a
MI   MI0017113  pma-mir-216b
MI   MI0017114  pma-mir-217a
MI   MI0017115  pma-mir-218a-1
MI   MI0017116  pma-mir-218a-2
MI   MI0017117  pma-mir-218b
MI   MI0017024  pma-mir-22a
MI   MI0017025  pma-mir-22b
MI   MI0017026  pma-mir-23a
MI   MI0017027  pma-mir-23b
MI   MI0017029  pma-mir-25b
MI   MI0017030  pma-mir-26a-1
MI   MI0017031  pma-mir-26a-2
MI   MI0017032  pma-mir-26b
MI   MI0017033  pma-mir-27a
MI   MI0017034  pma-mir-27b
MI   MI0017120  pma-mir-281a
MI   MI0017035  pma-mir-29a
MI   MI0017036  pma-mir-29b
MI   MI0017037  pma-mir-29c
MI   MI0017038  pma-mir-29d
MI   MI0017121  pma-mir-301a
MI   MI0017122  pma-mir-301b
MI   MI0017123  pma-mir-302
MI   MI0017039  pma-mir-30a
MI   MI0017040  pma-mir-30b
MI   MI0017041  pma-mir-30c
MI   MI0017042  pma-mir-30d
MI   MI0017043  pma-mir-30e
MI   MI0017044  pma-mir-30f-1
MI   MI0017045  pma-mir-30f-2
MI   MI0017046  pma-mir-30g
MI   MI0017047  pma-mir-31
MI   MI0017125  pma-mir-338b
MI   MI0017048  pma-mir-33a
MI   MI0017049  pma-mir-33b
MI   MI0017129  pma-mir-429
MI   MI0017130  pma-mir-430a
MI   MI0017131  pma-mir-430b
MI   MI0017132  pma-mir-430c
MI   MI0017133  pma-mir-430d
MI   MI0017126  pma-mir-430f
MI   MI0017219  pma-mir-4608
MI   MI0017138  pma-mir-497
MI   MI0017003  pma-mir-7a-1
MI   MI0017004  pma-mir-7a-2
MI   MI0017005  pma-mir-7b
MI   MI0017140  pma-mir-875
MI   MI0017050  pma-mir-92a
MI   MI0017006  pma-mir-9a-1
MI   MI0017007  pma-mir-9a-2
MI   MI0017008  pma-mir-9b
MI   MI0025085  pmi-let-7
MI   MI0025086  pmi-mir-1
MI   MI0025089  pmi-mir-10
MI   MI0025104  pmi-mir-100
MI   MI0025105  pmi-mir-124
MI   MI0025106  pmi-mir-125
MI   MI0025107  pmi-mir-133
MI   MI0025108  pmi-mir-137
MI   MI0025109  pmi-mir-153
MI   MI0025111  pmi-mir-184
MI   MI0025112  pmi-mir-193
MI   MI0025113  pmi-mir-200
MI   MI0025124  pmi-mir-2004
MI   MI0025129  pmi-mir-2009
MI   MI0025114  pmi-mir-210
MI   MI0025115  pmi-mir-219
MI   MI0025117  pmi-mir-252a
MI   MI0025118  pmi-mir-252b
MI   MI0025119  pmi-mir-278
MI   MI0025091  pmi-mir-29a
MI   MI0025092  pmi-mir-29b
MI   MI0025093  pmi-mir-31-1
MI   MI0025094  pmi-mir-31-2
MI   MI0025095  pmi-mir-31-3
MI   MI0025096  pmi-mir-33
MI   MI0025097  pmi-mir-34
MI   MI0025087  pmi-mir-7
MI   MI0025098  pmi-mir-71
MI   MI0025088  pmi-mir-9
MI   MI0025099  pmi-mir-92a
MI   MI0025100  pmi-mir-92b
MI   MI0025101  pmi-mir-92c
MI   MI0025102  pmi-mir-92d
MI   MI0022191  pol-let-7a
MI   MI0022190  pol-let-7b
MI   MI0022192  pol-let-7d
MI   MI0022189  pol-mir-1
MI   MI0022194  pol-mir-10b
MI   MI0022197  pol-mir-122
MI   MI0022198  pol-mir-124
MI   MI0022199  pol-mir-133
MI   MI0022201  pol-mir-144
MI   MI0022203  pol-mir-199a-1
MI   MI0022204  pol-mir-199a-2
MI   MI0022205  pol-mir-203
MI   MI0022206  pol-mir-206
MI   MI0022207  pol-mir-219
MI   MI0022196  pol-mir-22
MI   MI0022193  pol-mir-9b
MI   MI0002930  ppa-mir-1
MI   MI0002711  ppa-mir-100
MI   MI0002720  ppa-mir-101
MI   MI0002740  ppa-mir-103
MI   MI0003102  ppa-mir-106a
MI   MI0003064  ppa-mir-106b
MI   MI0002760  ppa-mir-107
MI   MI0002792  ppa-mir-10a
MI   MI0002795  ppa-mir-10b
MI   MI0002763  ppa-mir-124a
MI   MI0002511  ppa-mir-125b
MI   MI0002527  ppa-mir-130a
MI   MI0002530  ppa-mir-133a
MI   MI0002592  ppa-mir-134
MI   MI0002539  ppa-mir-135-1
MI   MI0002546  ppa-mir-135-2
MI   MI0002490  ppa-mir-141
MI   MI0002557  ppa-mir-144
MI   MI0002601  ppa-mir-154
MI   MI0002953  ppa-mir-15a
MI   MI0002493  ppa-mir-15b
MI   MI0002954  ppa-mir-16
MI   MI0002983  ppa-mir-17
MI   MI0002984  ppa-mir-18
MI   MI0002943  ppa-mir-181a-1
MI   MI0002806  ppa-mir-181a-2
MI   MI0002944  ppa-mir-181b
MI   MI0002814  ppa-mir-181c
MI   MI0003094  ppa-mir-183
MI   MI0002820  ppa-mir-187
MI   MI0002612  ppa-mir-188
MI   MI0002616  ppa-mir-190
MI   MI0002618  ppa-mir-195
MI   MI0002831  ppa-mir-199a
MI   MI0002985  ppa-mir-19a
MI   MI0002987  ppa-mir-19b-1
MI   MI0003103  ppa-mir-19b-2
MI   MI0002986  ppa-mir-20
MI   MI0002843  ppa-mir-204
MI   MI0002865  ppa-mir-216
MI   MI0002867  ppa-mir-217
MI   MI0002870  ppa-mir-218-1
MI   MI0002877  ppa-mir-218-2
MI   MI0002629  ppa-mir-22
MI   MI0002902  ppa-mir-223
MI   MI0003040  ppa-mir-23a
MI   MI0002501  ppa-mir-23b
MI   MI0003066  ppa-mir-25
MI   MI0002647  ppa-mir-26a
MI   MI0003041  ppa-mir-27a
MI   MI0002659  ppa-mir-29a
MI   MI0002731  ppa-mir-29b-1
MI   MI0002737  ppa-mir-29b-2
MI   MI0002670  ppa-mir-30a
MI   MI0002508  ppa-mir-30b
MI   MI0002929  ppa-mir-30d
MI   MI0002676  ppa-mir-31
MI   MI0002689  ppa-mir-33
MI   MI0002798  ppa-mir-34a
MI   MI0002780  ppa-mir-7-1
MI   MI0002784  ppa-mir-7-2
MI   MI0002787  ppa-mir-7-3
MI   MI0002988  ppa-mir-92-1
MI   MI0003104  ppa-mir-92-2
MI   MI0003065  ppa-mir-93
MI   MI0002695  ppa-mir-95
MI   MI0002701  ppa-mir-98
MI   MI0002708  ppa-mir-99a
MI   MIMAT0011657  ppc-let-7
MI   MIMAT0011648  ppc-lin-4
MI   MI0011127  ppc-mir-1
MI   MI0011133  ppc-mir-124
MI   MI0026884  ppc-mir-133
MI   MI0011185  ppc-mir-2259
MI   MI0011201  ppc-mir-2264
MI   MI0026850  ppc-mir-228
MI   MI0011197  ppc-mir-234
MI   MI0026854  ppc-mir-235
MI   MI0011165  ppc-mir-236
MI   MI0011137  ppc-mir-252
MI   MI0011244  ppc-mir-279
MI   MI0026863  ppc-mir-2a
MI   MI0026868  ppc-mir-36
MI   MI0011135  ppc-mir-37
MI   MI0011218  ppc-mir-38
MI   MI0011129  ppc-mir-42a
MI   MI0011147  ppc-mir-46
MI   MI0026927  ppc-mir-57
MI   MI0026879  ppc-mir-59
MI   MI0011216  ppc-mir-67
MI   MI0011151  ppc-mir-71a
MI   MI0026931  ppc-mir-71b
MI   MI0011154  ppc-mir-72
MI   MI0026972  ppc-mir-76
MI   MI0011143  ppc-mir-79
MI   MI0011148  ppc-mir-81
MI   MI0026883  ppc-mir-8232
MI   MI0026900  ppc-mir-8243
MI   MI0026909  ppc-mir-8250a-1
MI   MI0026921  ppc-mir-8250a-2
MI   MI0026923  ppc-mir-8250c
MI   MI0026924  ppc-mir-8250d
MI   MI0026870  ppc-mir-83
MI   MI0027007  ppc-mir-8312
MI   MI0027043  ppc-mir-8339
MI   MI0011132  ppc-mir-87
MI   MI0011248  ppc-mir-9
MI   MI0026145  ppe-MIR1511
MI   MI0026056  ppe-MIR156a
MI   MI0026057  ppe-MIR156b
MI   MI0026058  ppe-MIR156c
MI   MI0026059  ppe-MIR156d
MI   MI0026060  ppe-MIR156e
MI   MI0026061  ppe-MIR156f
MI   MI0026062  ppe-MIR156g
MI   MI0026063  ppe-MIR156h
MI   MI0026064  ppe-MIR156i
MI   MI0026065  ppe-MIR159
MI   MI0026066  ppe-MIR160a
MI   MI0026067  ppe-MIR160b
MI   MI0026068  ppe-MIR162
MI   MI0026069  ppe-MIR164a
MI   MI0026070  ppe-MIR164b
MI   MI0026071  ppe-MIR164c
MI   MI0026072  ppe-MIR164d
MI   MI0026073  ppe-MIR166a
MI   MI0026074  ppe-MIR166b
MI   MI0026075  ppe-MIR166c
MI   MI0026076  ppe-MIR166d
MI   MI0026077  ppe-MIR166e
MI   MI0026078  ppe-MIR167a
MI   MI0026079  ppe-MIR167b
MI   MI0026080  ppe-MIR167c
MI   MI0026081  ppe-MIR167d
MI   MI0026082  ppe-MIR168
MI   MI0026083  ppe-MIR169a
MI   MI0026084  ppe-MIR169b
MI   MI0026085  ppe-MIR169c
MI   MI0026086  ppe-MIR169d
MI   MI0021629  ppe-MIR169e
MI   MI0026087  ppe-MIR169f
MI   MI0026088  ppe-MIR169g
MI   MI0026089  ppe-MIR169h
MI   MI0026090  ppe-MIR169i
MI   MI0026091  ppe-MIR169j
MI   MI0026092  ppe-MIR169k
MI   MI0026093  ppe-MIR169l
MI   MI0021623  ppe-MIR171a
MI   MI0021646  ppe-MIR171b
MI   MI0021660  ppe-MIR171c
MI   MI0026094  ppe-MIR171d
MI   MI0021626  ppe-MIR171e
MI   MI0021611  ppe-MIR171f
MI   MI0021641  ppe-MIR171g
MI   MI0021622  ppe-MIR171h
MI   MI0026095  ppe-MIR172a
MI   MI0026096  ppe-MIR172b
MI   MI0026097  ppe-MIR172c
MI   MI0026098  ppe-MIR172d
MI   MI0026141  ppe-MIR2111a
MI   MI0026142  ppe-MIR2111b
MI   MI0026143  ppe-MIR2111c
MI   MI0026144  ppe-MIR2111d
MI   MI0021637  ppe-MIR319a
MI   MI0021640  ppe-MIR319b
MI   MI0026152  ppe-MIR3627
MI   MI0026099  ppe-MIR390
MI   MI0026100  ppe-MIR393a
MI   MI0026101  ppe-MIR393b
MI   MI0021616  ppe-MIR394a
MI   MI0026102  ppe-MIR394b
MI   MI0026103  ppe-MIR395a
MI   MI0026104  ppe-MIR395b
MI   MI0026105  ppe-MIR395c
MI   MI0026106  ppe-MIR395d
MI   MI0026107  ppe-MIR395e
MI   MI0026108  ppe-MIR395f
MI   MI0026109  ppe-MIR395g
MI   MI0026110  ppe-MIR395h
MI   MI0026111  ppe-MIR395i
MI   MI0026112  ppe-MIR395j
MI   MI0026113  ppe-MIR395k
MI   MI0026114  ppe-MIR395l
MI   MI0026115  ppe-MIR395m
MI   MI0026116  ppe-MIR395n
MI   MI0026117  ppe-MIR395o
MI   MI0026118  ppe-MIR396a
MI   MI0026119  ppe-MIR396b
MI   MI0026120  ppe-MIR397
MI   MI0021631  ppe-MIR398a
MI   MI0021665  ppe-MIR398b
MI   MI0026121  ppe-MIR399a
MI   MI0026122  ppe-MIR399b
MI   MI0026123  ppe-MIR399c
MI   MI0026124  ppe-MIR399d
MI   MI0026125  ppe-MIR399e
MI   MI0026126  ppe-MIR399f
MI   MI0026127  ppe-MIR399g
MI   MI0026128  ppe-MIR399h
MI   MI0026129  ppe-MIR399i
MI   MI0026130  ppe-MIR399j
MI   MI0026131  ppe-MIR399k
MI   MI0026132  ppe-MIR399l
MI   MI0026133  ppe-MIR399m
MI   MI0026134  ppe-MIR399n
MI   MI0026135  ppe-MIR403
MI   MI0026155  ppe-MIR477
MI   MI0021624  ppe-MIR477a
MI   MI0021625  ppe-MIR477b
MI   MI0021609  ppe-MIR482a
MI   MI0021610  ppe-MIR482b
MI   MI0021620  ppe-MIR482c
MI   MI0021652  ppe-MIR482d
MI   MI0021655  ppe-MIR482e
MI   MI0026136  ppe-MIR482f
MI   MI0026159  ppe-MIR5225
MI   MI0026137  ppe-MIR530
MI   MI0026138  ppe-MIR535a
MI   MI0026139  ppe-MIR535b
MI   MI0021617  ppe-MIR6263
MI   MI0021621  ppe-MIR6265
MI   MI0021627  ppe-MIR6266a
MI   MI0021661  ppe-MIR6266b
MI   MI0021671  ppe-MIR6266c
MI   MI0021632  ppe-MIR6270
MI   MI0021650  ppe-MIR6283
MI   MI0021668  ppe-MIR6295
MI   MI0026148  ppe-MIR7122a
MI   MI0026149  ppe-MIR7122b
MI   MI0026162  ppe-MIR8129
MI   MI0026167  ppe-MIR8133
MI   MI0026140  ppe-MIR827
MI   MI0021619  ppe-MIR828
MI   MI0026169  ppe-MIR858
MI   MI0005960  ppt-MIR1023a
MI   MI0005961  ppt-MIR1023b
MI   MI0005962  ppt-MIR1023c
MI   MI0005963  ppt-MIR1023d
MI   MI0010538  ppt-MIR1023e
MI   MI0005967  ppt-MIR1026a
MI   MI0005968  ppt-MIR1026b
MI   MI0005975  ppt-MIR1030a
MI   MI0005976  ppt-MIR1030b
MI   MI0005977  ppt-MIR1030c
MI   MI0005978  ppt-MIR1030d
MI   MI0005979  ppt-MIR1030e
MI   MI0005980  ppt-MIR1030f
MI   MI0005981  ppt-MIR1030g
MI   MI0005982  ppt-MIR1030h
MI   MI0005983  ppt-MIR1030i
MI   MI0005984  ppt-MIR1030j
MI   MI0006009  ppt-MIR1050
MI   MI0006038  ppt-MIR1072
MI   MI0004718  ppt-MIR1219a
MI   MI0004719  ppt-MIR1219b
MI   MI0004720  ppt-MIR1219c
MI   MI0004721  ppt-MIR1219d
MI   MI0004728  ppt-MIR1223a
MI   MI0005951  ppt-MIR1223b
MI   MI0005952  ppt-MIR1223c
MI   MI0005953  ppt-MIR1223d
MI   MI0005954  ppt-MIR1223e
MI   MI0005955  ppt-MIR1223f
MI   MI0005956  ppt-MIR1223g
MI   MI0005957  ppt-MIR1223h
MI   MI0005958  ppt-MIR1223i
MI   MI0005959  ppt-MIR1223j
MI   MI0003506  ppt-MIR156a
MI   MI0005696  ppt-MIR156b
MI   MI0005654  ppt-MIR156c
MI   MI0005655  ppt-MIR160a
MI   MI0005656  ppt-MIR160b
MI   MI0005657  ppt-MIR160c
MI   MI0005658  ppt-MIR160d
MI   MI0005901  ppt-MIR160e
MI   MI0005902  ppt-MIR160f
MI   MI0005903  ppt-MIR160g
MI   MI0005904  ppt-MIR160h
MI   MI0005905  ppt-MIR160i
MI   MI0005660  ppt-MIR166a
MI   MI0005659  ppt-MIR166b
MI   MI0005906  ppt-MIR166c
MI   MI0005907  ppt-MIR166d
MI   MI0005908  ppt-MIR166e
MI   MI0005909  ppt-MIR166f
MI   MI0005910  ppt-MIR166g
MI   MI0005911  ppt-MIR166h
MI   MI0005912  ppt-MIR166i
MI   MI0005913  ppt-MIR166j
MI   MI0005914  ppt-MIR166k
MI   MI0005915  ppt-MIR166l
MI   MI0005916  ppt-MIR166m
MI   MI0005661  ppt-MIR167
MI   MI0005688  ppt-MIR171a
MI   MI0005689  ppt-MIR171b
MI   MI0010530  ppt-MIR2078
MI   MI0003496  ppt-MIR319a
MI   MI0003497  ppt-MIR319b
MI   MI0003498  ppt-MIR319c
MI   MI0003499  ppt-MIR319d
MI   MI0005665  ppt-MIR319e
MI   MI0003494  ppt-MIR390a
MI   MI0003495  ppt-MIR390b
MI   MI0004729  ppt-MIR390c
MI   MI0005667  ppt-MIR395
MI   MI0005668  ppt-MIR408a
MI   MI0005917  ppt-MIR408b
MI   MI0005669  ppt-MIR414
MI   MI0005673  ppt-MIR477a
MI   MI0006202  ppt-MIR477b
MI   MI0005671  ppt-MIR477c
MI   MI0005918  ppt-MIR477d
MI   MI0005919  ppt-MIR477e
MI   MI0005673  ppt-MIR477f
MI   MI0005674  ppt-MIR477g
MI   MI0005920  ppt-MIR477h
MI   MI0005921  ppt-MIR529a
MI   MI0005922  ppt-MIR529b
MI   MI0005923  ppt-MIR529c
MI   MI0005924  ppt-MIR529d
MI   MI0005925  ppt-MIR529e
MI   MI0005926  ppt-MIR529f
MI   MI0005927  ppt-MIR529g
MI   MI0003501  ppt-MIR534a
MI   MI0005675  ppt-MIR534b
MI   MI0003502  ppt-MIR535a
MI   MI0003503  ppt-MIR535b
MI   MI0003504  ppt-MIR535c
MI   MI0004725  ppt-MIR535d
MI   MI0003507  ppt-MIR536a
MI   MI0005691  ppt-MIR536b
MI   MI0005687  ppt-MIR536c
MI   MI0005932  ppt-MIR536d
MI   MI0005933  ppt-MIR536e
MI   MI0005934  ppt-MIR536f
MI   MI0003508  ppt-MIR537a
MI   MI0003509  ppt-MIR537b
MI   MI0005935  ppt-MIR537c
MI   MI0005936  ppt-MIR537d
MI   MI0005681  ppt-MIR897
MI   MI0005683  ppt-MIR900
MI   MI0005685  ppt-MIR902a
MI   MI0005686  ppt-MIR902b
MI   MI0005937  ppt-MIR902c
MI   MI0005938  ppt-MIR902d
MI   MI0005939  ppt-MIR902e
MI   MI0005940  ppt-MIR902f
MI   MI0005941  ppt-MIR902g
MI   MI0005942  ppt-MIR902h
MI   MI0005943  ppt-MIR902i
MI   MI0005944  ppt-MIR902j
MI   MI0005945  ppt-MIR902k
MI   MI0005946  ppt-MIR902l
MI   MI0014779  ppy-let-7a-1
MI   MI0014780  ppy-let-7a-2
MI   MI0014781  ppy-let-7a-3
MI   MIMAT0015722  ppy-let-7b
MI   MIMAT0015723  ppy-let-7c
MI   MIMAT0015724  ppy-let-7d
MI   MIMAT0015725  ppy-let-7e
MI   MI0014786  ppy-let-7f-1
MI   MI0014787  ppy-let-7f-2
MI   MIMAT0015727  ppy-let-7g
MI   MIMAT0015728  ppy-let-7i
MI   MI0014778  ppy-mir-1-1
MI   MI0002712  ppy-mir-100
