AC   MIPF0000001
ID   let-7
MI   MI0017841  gma-MIR171g
MI   MI0017838  gma-MIR171d
MI   MI0017495  tcc-MIR171g
MI   MI0013402  rco-MIR171e
MI   MI0013401  rco-MIR171d
MI   MI0013400  rco-MIR171c
MI   MI0012085  aqc-MIR171b
MI   MI0010882  sbi-MIR171i
MI   MI0006543  vvi-MIR171i
MI   MI0006536  vvi-MIR171a
MI   MI0006057  smo-MIR171b
MI   MI0001137  osa-MIR171f
MI   MI0026360  cpa-MIR171c
MI   MI0019749  gma-MIR171o
MI   MI0017840  gma-MIR171f
MI   MI0005597  mtr-MIR171c
MI   MI0001838  zma-MIR171i
MI   MI0001836  zma-MIR171j
MI   MIMAT0001462  sbi-MIR171a
MI   MI0001133  osa-MIR171b
MI   MI0031743  vvi-MIR171j
MI   MI0026358  cpa-MIR171a
MI   MI0025989  stu-MIR171e
MI   MI0023258  cme-MIR171c
MI   MI0023170  mdm-MIR171o
MI   MI0023055  mdm-MIR171n
MI   MI0023054  mdm-MIR171m
MI   MI0023049  mdm-MIR171h
MI   MI0023048  mdm-MIR171g
MI   MI0023045  mdm-MIR171d
MI   MI0021660  ppe-MIR171c
MI   MI0019785  gma-MIR171u
MI   MI0019760  gma-MIR171q
MI   MI0019346  ssl-MIR171a
MI   MI0017494  tcc-MIR171f
MI   MI0017492  tcc-MIR171d
MI   MI0016575  gma-MIR171c
MI   MI0012084  aqc-MIR171a
MI   MI0006539  vvi-MIR171d
MI   MI0005627  mtr-MIR171f
MI   MI0000990  ath-MIR171c
MI   MI0027524  atr-MIR171c
MI   MI0027523  atr-MIR171b
MI   MI0026361  cpa-MIR171d
MI   MI0026359  cpa-MIR171b
MI   MI0024281  mes-MIR171c
MI   MI0024280  mes-MIR171b
MI   MI0023227  cme-MIR171b
MI   MI0023047  mdm-MIR171f
MI   MI0022248  htu-MIR171c
MI   MI0022247  htu-MIR171b
MI   MI0022246  htu-MIR171a
MI   MI0022245  hpa-MIR171a
MI   MI0021626  ppe-MIR171e
MI   MI0021623  ppe-MIR171a
MI   MI0021376  nta-MIR171a
MI   MI0017839  gma-MIR171e
MI   MI0017493  tcc-MIR171e
MI   MI0014562  aly-MIR171c
MI   MI0013398  rco-MIR171a
MI   MI0013313  crt-MIR171
MI   MI0012088  aqc-MIR171e
MI   MI0011571  bdi-MIR171c
MI   MI0011559  bdi-MIR171a
MI   MI0010664  bol-MIR171a
MI   MI0010656  bra-MIR171a
MI   MI0006538  vvi-MIR171c
MI   MI0006454  bna-MIR171e
MI   MI0006453  bna-MIR171d
MI   MI0002278  ptc-MIR171b
MI   MI0002277  ptc-MIR171a
MI   MI0001491  zma-MIR171a
MI   MI0001134  osa-MIR171c
MI   MI0031652  ata-MIR171c
MI   MI0027522  atr-MIR171a
MI   MI0017489  tcc-MIR171a
MI   MI0016468  tae-MIR171b
MI   MI0014561  aly-MIR171b
MI   MI0010659  bra-MIR171d
MI   MI0010658  bra-MIR171c
MI   MI0010657  bra-MIR171b
MI   MI0006452  bna-MIR171c
MI   MI0006451  bna-MIR171b
MI   MI0006450  bna-MIR171a
MI   MI0006056  smo-MIR171a
MI   MI0000989  ath-MIR171b
MI   MI0025966  stu-MIR171d
MI   MI0023226  cme-MIR171d
MI   MI0023224  cme-MIR171g
MI   MI0023189  cme-MIR171i
MI   MI0021244  lus-MIR171i
MI   MI0017907  gma-MIR171i
MI   MI0016699  csi-MIR171a
MI   MI0013301  ccl-MIR171
MI   MI0012086  aqc-MIR171c
MI   MI0012083  aqc-MIR171f
MI   MI0008367  sly-MIR171c
MI   MI0008366  sly-MIR171b
MI   MI0007213  gma-MIR171a
MI   MI0021074  cca-MIR171
MI   MI0006542  vvi-MIR171h
MI   MI0021166  lus-MIR171d
MI   MI0021992  ptc-MIR6477
MI   MI0019044  osa-MIR5524
MI   MI0015591  cin-mir-4040
MI   MI0001835  zma-MIR171c
MI   MI0001753  mtr-MIR171a
MI   MI0021315  pgi-MIR6141
MI   MI0006209  cre-MIR1148
MI   MI0018249  mtr-MIR5209
MI   MI0010240  cte-mir-2000
MI   MI0025915  hsa-mir-8079
MI   MI0021584  mmu-mir-6237
MI   MI0016728  csi-MIR857
MI   MI0012124  cte-mir-2688
MI   MI0028315  eca-mir-9132
//
AC   MIPF0000011
ID   mir-124
MI   MI0019402  tur-mir-124-1
MI   MI0016403  tca-mir-3903
MI   MI0018722  aca-mir-124a-3
MI   MI0001966  dre-mir-124-1
MI   MI0003212  tni-mir-124-3
MI   MI0003211  fru-mir-124-3
MI   MI0001969  dre-mir-124-4
MI   MI0031746  fru-mir-124-4
MI   MI0019533  ola-mir-124-3
MI   MI0003287  fru-mir-124-1
MI   MI0000150  mmu-mir-124-3
MI   MI0014816  ppy-mir-124-2
MI   MI0009726  bta-mir-124b
MI   MI0005290  mdo-mir-124a-3
MI   MI0000892  rno-mir-124-3
MI   MI0000445  hsa-mir-124-3
MI   MI0028883  efu-mir-124-3
MI   MI0019450  ola-mir-124-1
MI   MI0018721  aca-mir-124a-2
MI   MI0013700  tgu-mir-124-3
MI   MI0008210  gga-mir-124a-2
MI   MI0001970  dre-mir-124-5
MI   MI0031324  oha-mir-124-2
MI   MI0031323  oha-mir-124-1
MI   MI0022364  gga-mir-124c
MI   MI0018720  aca-mir-124a-1
MI   MI0013698  tgu-mir-124-1
MI   MI0005289  mdo-mir-124a-2
MI   MI0004930  xtr-mir-124
MI   MI0003288  tni-mir-124-1
MI   MI0002765  ptr-mir-124a
MI   MI0002763  ppa-mir-124a
MI   MI0002761  ggo-mir-124a
MI   MI0001197  gga-mir-124a
MI   MI0000894  rno-mir-124-2
MI   MI0000717  mmu-mir-124-2
MI   MI0000444  hsa-mir-124-2
MI   MI0023430  ccr-mir-124b
MI   MI0001971  dre-mir-124-6
MI   MI0030604  chi-mir-124a
MI   MI0028903  efu-mir-124-2
MI   MI0020384  cgr-mir-124
MI   MI0010680  ssc-mir-124a-1
MI   MI0009725  bta-mir-124a-2
MI   MI0002767  lla-mir-124a
MI   MI0002766  mml-mir-124a-1
MI   MI0002764  ppy-mir-124a
MI   MI0002762  age-mir-124a
MI   MI0031326  oha-mir-124-3
MI   MI0031325  oha-mir-124-4
MI   MI0028833  efu-mir-124-1
MI   MI0018723  aca-mir-124b
MI   MI0012662  eca-mir-124-1
MI   MI0007614  mml-mir-124a-2
MI   MI0005288  mdo-mir-124a-1
MI   MI0005027  bta-mir-124a-1
MI   MI0002450  ssc-mir-124a-2
MI   MI0001968  dre-mir-124-3
MI   MI0001967  dre-mir-124-2
MI   MI0000893  rno-mir-124-1
MI   MI0000716  mmu-mir-124-1
MI   MI0000443  hsa-mir-124-1
MI   MI0022198  pol-mir-124
MI   MI0003355  tni-mir-124-2
MI   MI0003354  fru-mir-124-2
MI   MI0017057  pma-mir-124
MI   MI0013699  tgu-mir-124-2
MI   MI0024472  ipu-mir-124a-2
MI   MI0023427  ccr-mir-124a
MI   MI0008061  cfa-mir-124-3
MI   MI0006854  oan-mir-124a-1
MI   MI0024474  ipu-mir-124a-3
MI   MI0008074  cfa-mir-124-2
MI   MI0024473  ipu-mir-124a-1
MI   MI0012755  eca-mir-124-2
MI   MI0008062  cfa-mir-124-1
MI   MI0024470  ipu-mir-124a-5
MI   MI0024471  ipu-mir-124a-4
MI   MI0024076  oan-mir-124a-2
MI   MI0001252  gga-mir-124b
MI   MI0025150  lva-mir-124
MI   MI0026176  bbe-mir-124
MI   MI0010026  bfl-mir-124
MI   MI0019452  ola-mir-124-2
MI   MI0010202  spu-mir-124
MI   MI0010162  sko-mir-124
MI   MI0017686  xbo-mir-124
MI   MI0025105  pmi-mir-124
MI   MI0010098  cte-mir-124
MI   MI0013342  bma-mir-124
MI   MI0012265  isc-mir-124
MI   MI0010120  lgi-mir-124
MI   MI0007165  cin-mir-124-2
MI   MI0021732  hme-mir-124
MI   MI0021024  mse-mir-124
MI   MI0020014  hco-mir-124
MI   MI0019392  tur-mir-124-2
MI   MI0017809  emu-mir-124a
MI   MI0017785  egr-mir-124a
MI   MI0014749  nvi-mir-124
MI   MI0013565  cqu-mir-124
MI   MI0013488  aae-mir-124
MI   MI0012220  dpu-mir-124
MI   MI0011133  ppc-mir-124
MI   MI0009680  dya-mir-124
MI   MI0009594  dwi-mir-124
MI   MI0009505  dvi-mir-124
MI   MI0009412  dsi-mir-124
MI   MI0009402  dse-mir-124
MI   MI0009284  dpe-mir-124
MI   MI0009241  dmo-mir-124
MI   MI0009164  dgr-mir-124
MI   MI0009088  der-mir-124
MI   MI0008967  dan-mir-124
MI   MI0008912  tca-mir-124
MI   MI0004976  bmo-mir-124
MI   MI0001604  aga-mir-124
MI   MI0001577  ame-mir-124
MI   MI0001323  dps-mir-124
MI   MI0000373  dme-mir-124
MI   MI0025715  prd-mir-124
MI   MI0010936  sme-mir-124c-2
MI   MI0024934  cbn-mir-124-2
MI   MI0024933  cbn-mir-124-1
MI   MI0018567  asu-mir-124
MI   MI0011060  crm-mir-124a
MI   MI0010779  sme-mir-124e
MI   MI0007193  csa-mir-124-2
MI   MI0007192  csa-mir-124-1
MI   MI0007164  cin-mir-124-1
MI   MI0000525  cbr-mir-124a
MI   MI0000302  cel-mir-124
MI   MI0013911  api-mir-124
MI   MI0005159  sme-mir-124c-1
MI   MI0005157  sme-mir-124a
MI   MI0027250  sma-mir-124b
MI   MI0021818  sma-mir-124a
MI   MI0017810  emu-mir-124b
MI   MI0017786  egr-mir-124b
MI   MI0015292  sja-mir-124
MI   MI0007145  odi-mir-124a
MI   MI0028965  gsa-mir-124b
MI   MI0027153  str-mir-124
MI   MI0005158  sme-mir-124b
MI   MI0028956  gsa-mir-124a
MI   MI0010778  sme-mir-124d
MI   MI0006221  cre-MIR1160
MI   MI0018520  osa-MIR5338
MI   MI0026938  ppc-mir-8267
MI   MI0002183  dre-mir-461
MI   MI0012313  bmo-mir-2759
MI   MI0007146  odi-mir-124b
MI   MI0021927  mmu-mir-6393
MI   MI0014432  bmo-mir-3371
MI   MI0022653  hsa-mir-6808
MI   MI0025755  stu-MIR7979
MI   MI0025695  prd-mir-7944
MI   MI0014009  api-mir-3050
//
AC   MIPF0000012
ID   mir-7
MI   MI0012869  eca-mir-7-3
MI   MI0021600  osa-MIR6250
MI   MI0000127  dme-mir-7
MI   MI0009469  dsi-mir-7
MI   MI0009333  dse-mir-7
MI   MI0009700  dya-mir-7
MI   MI0009078  der-mir-7
MI   MI0008947  dan-mir-7
MI   MI0009297  dpe-mir-7
MI   MI0001302  dps-mir-7
MI   MI0009173  dgr-mir-7
MI   MI0009497  dvi-mir-7
MI   MI0009573  dwi-mir-7
MI   MI0009246  dmo-mir-7
MI   MI0001628  aga-mir-7
MI   MI0026269  bbe-mir-7
MI   MI0013612  cqu-mir-7
MI   MI0013496  aae-mir-7
MI   MI0010009  bfl-mir-7
MI   MI0021781  hme-mir-7
MI   MI0019363  tur-mir-7
MI   MI0010103  lgi-mir-7
MI   MI0004970  bmo-mir-7
MI   MI0027321  pxy-mir-7b
MI   MI0020975  mse-mir-7
MI   MI0010146  sko-mir-7
MI   MI0006926  oan-mir-7-1
MI   MI0003338  tni-mir-7
MI   MI0000729  mmu-mir-7a-2
MI   MI0031483  oha-mir-7-2
MI   MI0031482  oha-mir-7-1
MI   MI0030831  chi-mir-7
MI   MI0028689  efu-mir-7b
MI   MI0024365  aja-mir-7
MI   MI0019620  sha-mir-7
MI   MI0018883  aca-mir-7-2
MI   MI0016677  nlo-mir-7
MI   MI0014720  nvi-mir-7
MI   MI0013704  tgu-mir-7-1
MI   MI0012247  dpu-mir-7
MI   MI0010462  bta-mir-7-2
MI   MI0008853  ptr-mir-7-1
MI   MI0007582  mml-mir-7-2
MI   MI0007581  mml-mir-7-1
MI   MI0005270  mdo-mir-7
MI   MI0004790  xtr-mir-7-1
MI   MI0002783  mne-mir-7-2
MI   MI0002782  ppy-mir-7-2
MI   MI0002780  ppa-mir-7-1
MI   MI0002779  mne-mir-7-1
MI   MI0002778  lla-mir-7
MI   MI0002777  sla-mir-7
MI   MI0002776  ppy-mir-7-1
MI   MI0002775  ggo-mir-7-1
MI   MI0002435  ssc-mir-7-2
MI   MI0001594  ame-mir-7
MI   MI0001272  gga-mir-7-1
MI   MI0000728  mmu-mir-7a-1
MI   MI0000641  rno-mir-7a-1
MI   MI0000263  hsa-mir-7-1
MI   MI0025136  lva-mir-7
MI   MI0018884  aca-mir-7-3
MI   MI0013707  tgu-mir-7-4
MI   MI0013706  tgu-mir-7-3
MI   MI0013705  tgu-mir-7-2
MI   MI0012282  isc-mir-7
MI   MI0006961  oan-mir-7-3
MI   MI0006774  oan-mir-7-2
MI   MI0004791  xtr-mir-7-3
MI   MI0001362  dre-mir-7a-2
MI   MI0000836  rno-mir-7a-2
MI   MI0031288  tch-mir-7-4
MI   MI0031202  tch-mir-7-3
MI   MI0028899  efu-mir-7c
MI   MI0026747  ssa-mir-7a-3
MI   MI0025087  pmi-mir-7
MI   MI0024651  ipu-mir-7a-4
MI   MI0023416  ccr-mir-7a
MI   MI0019520  ola-mir-7
MI   MI0017351  hsa-mir-3529
MI   MI0017003  pma-mir-7a-1
MI   MI0013936  api-mir-7
MI   MI0012744  eca-mir-7-2
MI   MI0008854  ptr-mir-7-2
MI   MI0008033  cfa-mir-7-1
MI   MI0007186  csa-mir-7
MI   MI0003337  fru-mir-7
MI   MI0002784  ppa-mir-7-2
MI   MI0002781  ggo-mir-7-2
MI   MI0001269  gga-mir-7-3
MI   MI0000264  hsa-mir-7-2
MI   MI0031484  oha-mir-7-3
MI   MI0031183  tch-mir-7-2
MI   MI0031124  tch-mir-7-1
MI   MI0028862  efu-mir-7a
MI   MI0026751  ssa-mir-7a-7
MI   MI0026749  ssa-mir-7a-5
MI   MI0026748  ssa-mir-7a-4
MI   MI0026745  ssa-mir-7a-1
MI   MI0024653  ipu-mir-7a-1
MI   MI0024652  ipu-mir-7a-2
MI   MI0022122  ssc-mir-7-1
MI   MI0018882  aca-mir-7-1
MI   MI0017004  pma-mir-7a-2
MI   MI0016998  cgr-mir-7a
MI   MI0015380  gga-mir-3529
MI   MI0014790  ppy-mir-7-3
MI   MI0012661  eca-mir-7-1
MI   MI0010471  bta-mir-7-1
MI   MI0010330  cfa-mir-7-3
MI   MI0010187  spu-mir-7
MI   MI0008897  tca-mir-7
MI   MI0008085  cfa-mir-7-2
MI   MI0007583  mml-mir-7-3
MI   MI0007155  cin-mir-7
MI   MI0005056  bta-mir-7-3
MI   MI0004792  xtr-mir-7-2
MI   MI0002787  ppa-mir-7-3
MI   MI0002786  ggo-mir-7-3
MI   MI0002785  ptr-mir-7-3
MI   MI0001361  dre-mir-7a-1
MI   MI0001226  gga-mir-7-2
MI   MI0000265  hsa-mir-7-3
MI   MI0026750  ssa-mir-7a-6
MI   MI0026746  ssa-mir-7a-2
MI   MI0024655  ipu-mir-7a-5
MI   MI0024654  ipu-mir-7a-3
MI   MI0023417  ccr-mir-7b
MI   MI0018531  asu-mir-7
MI   MI0001879  dre-mir-7a-3
MI   MI0001360  dre-mir-7b
MI   MI0001279  gga-mir-7b
MI   MI0013325  bma-mir-7
MI   MI0010050  cte-mir-7
MI   MI0007141  odi-mir-7-2
MI   MI0007140  odi-mir-7-1
MI   MI0024656  ipu-mir-7b
MI   MI0020556  cgr-mir-7b
MI   MI0010793  sme-mir-7d
MI   MI0000837  rno-mir-7b
MI   MI0000730  mmu-mir-7b
MI   MI0011303  bta-mir-2293
MI   MI0027357  pxy-mir-7a
MI   MI0017005  pma-mir-7b
MI   MI0005136  sme-mir-7a
MI   MI0027240  sma-mir-7
MI   MI0028960  gsa-mir-7
MI   MI0027167  str-mir-37b
MI   MI0022018  ptc-MIR6443
MI   MI0025396  bdi-MIR7774
MI   MI0014448  bmo-mir-3387
MI   MI0022406  gga-mir-6586
MI   MI0021851  rno-mir-6327
MI   MI0024821  cbn-mir-7634
MI   MI0022967  mmu-mir-7116
MI   MI0017220  pma-mir-4609
MI   MI0024698  ipu-mir-7563c
//
AC   MIPF0000013
ID   MIR164
MI   MI0001472  zma-MIR164c
MI   MI0023016  mdm-MIR164f
MI   MI0025882  stu-MIR164
MI   MI0014528  aly-MIR164b
MI   MI0000197  ath-MIR164a
MI   MI0030574  bra-MIR164e
MI   MI0014527  aly-MIR164a
MI   MI0010651  bra-MIR164a
MI   MI0006478  bna-MIR164a
MI   MI0023013  mdm-MIR164c
MI   MI0024232  mes-MIR164c
MI   MI0017464  tcc-MIR164a
MI   MI0018215  bdi-MIR164e
MI   MI0023014  mdm-MIR164d
MI   MI0023012  mdm-MIR164b
MI   MI0021247  lus-MIR164e
MI   MI0026070  ppe-MIR164b
MI   MI0013538  ghr-MIR164
MI   MI0026071  ppe-MIR164c
MI   MI0024231  mes-MIR164b
MI   MI0017465  tcc-MIR164b
MI   MI0027512  atr-MIR164b
MI   MI0023190  cme-MIR164c
MI   MI0021685  gma-MIR164g
MI   MI0021203  lus-MIR164d
MI   MI0017826  gma-MIR164b
MI   MI0007209  gma-MIR164a
MI   MI0006503  vvi-MIR164a
MI   MI0005573  mtr-MIR164a
MI   MI0027571  sly-MIR164b
MI   MI0026347  cpa-MIR164e
MI   MI0026346  cpa-MIR164d
MI   MI0024230  mes-MIR164a
MI   MI0021689  gma-MIR164k
MI   MI0021683  gma-MIR164e
MI   MI0017828  gma-MIR164d
MI   MI0013383  rco-MIR164b
MI   MI0005616  mtr-MIR164c
MI   MI0002212  ptc-MIR164a
MI   MI0019570  vun-MIR164
MI   MI0001470  zma-MIR164d
MI   MI0000668  osa-MIR164a
MI   MI0026345  cpa-MIR164c
MI   MI0026343  cpa-MIR164a
MI   MI0026072  ppe-MIR164d
MI   MI0021162  lus-MIR164c
MI   MI0019341  ssl-MIR164a
MI   MI0018094  bdi-MIR164b
MI   MI0014529  aly-MIR164c
MI   MI0010866  sbi-MIR164e
MI   MI0002215  ptc-MIR164d
MI   MI0001103  osa-MIR164c
MI   MI0030573  bra-MIR164c
MI   MI0030572  bra-MIR164d
MI   MI0030571  bra-MIR164b
MI   MI0021688  gma-MIR164j
MI   MI0021687  gma-MIR164i
MI   MI0021686  gma-MIR164h
MI   MI0021684  gma-MIR164f
MI   MI0021069  cca-MIR164
MI   MI0020271  bna-MIR164d
MI   MI0020270  bna-MIR164c
MI   MI0020269  bna-MIR164b
MI   MI0017827  gma-MIR164c
MI   MI0017466  tcc-MIR164c
MI   MI0013382  rco-MIR164a
MI   MI0013195  zma-MIR164g
MI   MI0005612  mtr-MIR164b
MI   MI0002214  ptc-MIR164c
MI   MI0001469  zma-MIR164a
MI   MI0001087  ath-MIR164c
MI   MI0031724  ata-MIR164c
MI   MI0031712  ata-MIR164b
MI   MI0027708  gra-MIR164a
MI   MI0027570  sly-MIR164a
MI   MI0027511  atr-MIR164a
MI   MI0026344  cpa-MIR164b
MI   MI0026069  ppe-MIR164a
MI   MI0024233  mes-MIR164d
MI   MI0023194  cme-MIR164d
MI   MI0023015  mdm-MIR164e
MI   MI0023011  mdm-MIR164a
MI   MI0021337  nta-MIR164b
MI   MI0021336  nta-MIR164a
MI   MI0021158  lus-MIR164b
MI   MI0021149  lus-MIR164a
MI   MI0019342  ssl-MIR164b
MI   MI0019124  rgl-MIR164
MI   MI0018216  bdi-MIR164f
MI   MI0018152  bdi-MIR164c
MI   MI0018118  bdi-MIR164a
MI   MI0013384  rco-MIR164c
MI   MI0013306  ctr-MIR164
MI   MI0013295  csi-MIR164
MI   MI0010865  sbi-MIR164d
MI   MI0006506  vvi-MIR164d
MI   MI0006505  vvi-MIR164c
MI   MI0006504  vvi-MIR164b
MI   MI0006173  tae-MIR164
MI   MI0002217  ptc-MIR164f
MI   MI0002216  ptc-MIR164e
MI   MI0002213  ptc-MIR164b
MI   MIMAT0001445  sbi-MIR164b
MI   MI0001512  sbi-MIR164a
MI   MI0001471  zma-MIR164b
MI   MI0001159  osa-MIR164f
MI   MI0001104  osa-MIR164d
MI   MI0000669  osa-MIR164b
MI   MI0000198  ath-MIR164b
MI   MI0031709  ata-MIR164a
MI   MI0022567  cln-MIR164
MI   MI0022242  hci-MIR164a
MI   MI0018163  cme-MIR164a
MI   MI0013385  rco-MIR164d
MI   MI0013194  zma-MIR164f
MI   MI0005617  mtr-MIR164d
MI   MI0013196  zma-MIR164h
MI   MI0001105  osa-MIR164e
MI   MI0021338  nta-MIR164c
MI   MI0019840  osa-MIR5822
MI   MI0023192  cme-MIR164b
MI   MI0022496  gga-mir-6676
MI   MI0025881  stu-MIR8048
MI   MI0022426  gga-mir-6607
MI   MI0024705  ipu-mir-7570
MI   MI0016082  hsa-mir-3681
MI   MI0026986  ppc-mir-8298
MI   MI0011385  bta-mir-2356
MI   MI0022584  hsa-mir-6739
MI   MI0027647  gra-MIR8681
MI   MI0009964  mmu-mir-1967
MI   MI0013056  bta-mir-2883
MI   MI0024820  cbn-mir-7633
MI   MI0016314  tca-mir-3844
MI   MI0010312  nve-mir-2044
MI   MI0017895  ath-MIR5025
MI   MI0010962  cel-mir-2212
MI   MI0022714  hsa-mir-6867
MI   MI0022850  mmu-mir-7002
MI   MI0029041  nve-mir-9431
MI   MI0023823  mdo-mir-7303
//
AC   MIPF0000014
ID   mir-133
MI   MI0008914  tca-mir-133
MI   MI0000159  mmu-mir-133a-1
MI   MI0015456  rno-mir-133c
MI   MI0000906  rno-mir-133a
MI   MI0028830  efu-mir-133-2
MI   MI0023321  ccr-mir-133a
MI   MI0012749  eca-mir-133a
MI   MI0010326  cfa-mir-133a
MI   MI0009732  bta-mir-133a-2
MI   MI0006701  oan-mir-133a-1
MI   MI0002536  mne-mir-133a
MI   MI0002535  lla-mir-133a
MI   MI0002534  sla-mir-133a
MI   MI0002532  ptr-mir-133a-1
MI   MI0002530  ppa-mir-133a
MI   MI0002529  age-mir-133a
MI   MI0002528  ggo-mir-133a
MI   MI0001993  dre-mir-133a-1
MI   MI0001195  gga-mir-133a-1
MI   MI0000450  hsa-mir-133a-1
MI   MI0004962  xtr-mir-133a
MI   MI0001455  xla-mir-133a
MI   MI0019610  sha-mir-133a
MI   MI0019524  ola-mir-133-1
MI   MI0015909  ssc-mir-133a-2
MI   MI0013795  tgu-mir-133-1
MI   MI0005296  mdo-mir-133a-1
MI   MI0003398  tni-mir-133
MI   MI0003397  fru-mir-133
MI   MI0002533  mml-mir-133a
MI   MI0002531  ppy-mir-133a
MI   MI0028729  efu-mir-133-1
MI   MI0023646  mml-mir-133d
MI   MI0019438  ola-mir-133-2
MI   MI0018740  aca-mir-133a-2
MI   MI0018739  aca-mir-133a-1
MI   MI0012856  eca-mir-133a-2
MI   MI0010325  cfa-mir-133c
MI   MI0001248  gga-mir-133a-2
MI   MI0031342  oha-mir-133a-2
MI   MI0030618  chi-mir-133a
MI   MI0026181  bbe-mir-133
MI   MI0025193  bta-mir-133c
MI   MI0014825  ppy-mir-133c
MI   MI0014122  oar-mir-133
MI   MI0013797  tgu-mir-133-3
MI   MI0010681  ssc-mir-133a-1
MI   MI0009733  bta-mir-133a-1
MI   MI0008533  ptr-mir-133a-2
MI   MI0007621  mml-mir-133c
MI   MI0000451  hsa-mir-133a-2
MI   MI0031341  oha-mir-133a-1
MI   MI0010028  bfl-mir-133
MI   MI0004835  xtr-mir-133c
MI   MI0001992  dre-mir-133a-2
MI   MI0000820  mmu-mir-133a-2
MI   MI0026483  ssa-mir-133a-3
MI   MI0026480  ssa-mir-133a-1
MI   MI0024047  oan-mir-133a-2
MI   MI0026484  ssa-mir-133a-2
MI   MI0024493  ipu-mir-133a
MI   MI0023999  mdo-mir-133a-2
MI   MI0017070  pma-mir-133b
MI   MI0010164  sko-mir-133
MI   MI0017069  pma-mir-133a
MI   MI0006877  oan-mir-133c
MI   MI0025107  pmi-mir-133
MI   MI0025152  lva-mir-133
MI   MI0010204  spu-mir-133
MI   MI0001255  gga-mir-133c
MI   MI0031344  oha-mir-133a-3
MI   MI0008375  xla-mir-133b
MI   MI0004837  xtr-mir-133b
MI   MI0031343  oha-mir-133b
MI   MI0013796  tgu-mir-133-2
MI   MI0013089  ssc-mir-133b
MI   MI0008376  xla-mir-133d
MI   MI0001206  gga-mir-133b
MI   MI0001606  aga-mir-133
MI   MI0030619  chi-mir-133b
MI   MI0020820  ggo-mir-133b
MI   MI0014826  ppy-mir-133b
MI   MI0012844  eca-mir-133b
MI   MI0010327  cfa-mir-133b
MI   MI0009734  bta-mir-133b
MI   MI0009005  dan-mir-133
MI   MI0008534  ptr-mir-133b
MI   MI0007622  mml-mir-133b
MI   MI0003490  rno-mir-133b
MI   MI0000822  hsa-mir-133b
MI   MI0000821  mmu-mir-133b
MI   MI0000362  dme-mir-133
MI   MI0026482  ssa-mir-133b-2
MI   MI0013482  aae-mir-133
MI   MI0009644  dya-mir-133
MI   MI0009625  dwi-mir-133
MI   MI0009502  dvi-mir-133
MI   MI0009468  dsi-mir-133
MI   MI0009396  dse-mir-133
MI   MI0009231  dmo-mir-133
MI   MI0009171  dgr-mir-133
MI   MI0009029  der-mir-133
MI   MI0004836  xtr-mir-133d
MI   MI0001995  dre-mir-133c
MI   MI0024495  ipu-mir-133c
MI   MI0021733  hme-mir-133
MI   MI0021011  mse-mir-133
MI   MI0019386  tur-mir-133
MI   MI0016663  nlo-mir-133
MI   MI0016653  ngi-mir-133
MI   MI0014752  nvi-mir-133
MI   MI0012266  isc-mir-133
MI   MI0012221  dpu-mir-133
MI   MI0010121  lgi-mir-133
MI   MI0008345  bmo-mir-133
MI   MI0001994  dre-mir-133b
MI   MI0001579  ame-mir-133
MI   MI0026481  ssa-mir-133b-1
MI   MI0024494  ipu-mir-133b
MI   MI0022199  pol-mir-133
MI   MI0019553  ola-mir-133-3
MI   MI0009266  dpe-mir-133
MI   MI0006780  oan-mir-133b
MI   MI0001325  dps-mir-133
MI   MI0013625  cqu-mir-133
MI   MI0010070  cte-mir-133
MI   MI0007167  cin-mir-133
MI   MI0010799  sme-mir-133a
MI   MI0007195  csa-mir-133
MI   MI0018568  asu-mir-133
MI   MI0015293  sja-mir-133
MI   MI0013343  bma-mir-133
MI   MI0026884  ppc-mir-133
MI   MI0021863  mmu-mir-133c
MI   MI0018962  aca-mir-5457
MI   MI0021945  mmu-mir-6408
MI   MI0017676  bfl-mir-4901
MI   MI0023883  mdo-mir-7349
MI   MI0011304  bta-mir-2294
MI   MI0020296  bna-MIR6029
//
AC   MIPF0000015
ID   MIR160
MI   MI0029153  bdi-MIR160f
MI   MI0020265  bna-MIR160b
MI   MI0019106  sbi-MIR5570
MI   MI0018086  bdi-MIR160a
MI   MI0021157  lus-MIR160a
MI   MI0000190  ath-MIR160a
MI   MI0014521  aly-MIR160a
MI   MI0024224  mes-MIR160d
MI   MI0026342  cpa-MIR160f
MI   MI0026339  cpa-MIR160c
MI   MI0024228  mes-MIR160h
MI   MI0026067  ppe-MIR160b
MI   MI0020264  bna-MIR160a
MI   MI0010650  bra-MIR160a
MI   MI0023008  mdm-MIR160e
MI   MI0013294  csi-MIR160
MI   MI0002203  ptc-MIR160c
MI   MI0002202  ptc-MIR160b
MI   MI0006501  vvi-MIR160e
MI   MI0024179  ghr-MIR160
MI   MI0023006  mdm-MIR160c
MI   MI0001774  gma-MIR160a
MI   MI0021215  lus-MIR160f
MI   MI0021209  lus-MIR160e
MI   MI0023176  cme-MIR160a
MI   MI0012072  aqc-MIR160b
MI   MI0022238  han-MIR160a
MI   MI0021331  nta-MIR160b
MI   MI0021330  nta-MIR160a
MI   MI0017461  tcc-MIR160b
MI   MI0021068  cca-MIR160b
MI   MI0017821  gma-MIR160b
MI   MI0005629  mtr-MIR160e
MI   MI0005574  mtr-MIR160b
MI   MI0023275  cme-MIR160b
MI   MI0024227  mes-MIR160g
